Chr;Left;Right;Motif name;Frequency;Occuriencies around loop;Occuriencies in genome
chr2;722;730;srfA_M1297_1.02;0.00081;1;1240
chr2;722;730;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;722;730;bzpH_M0283_1.02;0.00036;2;5514
chr2;722;730;gtaE_M0773_1.02;0.00057;1;1766
chr2;722;730;hbx10_M0878_1.02;0.00032;1;3127
chr2;722;730;gtaN_M0781_1.02;0.00610;1;164
chr2;722;730;DDB_G0270590_M1714_1.02;0.00228;1;439
chr5;1421;1431;hbx5-1_M0873_1.02;0.00037;4;10702
chr5;1421;1431;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;712;723;hbx5-1_M0873_1.02;0.00028;3;10702
chr3;712;723;bzpD_M0284_1.02;0.00266;1;376
chr3;712;723;gbfA_M1673_1.02;0.00023;1;4289
chr3;712;723;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;572;580;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;572;580;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;572;580;mybV_M1348_1.02;0.00041;1;2436
chr1;561;574;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;561;574;mybE_M1349_1.02;0.00171;1;584
chr3;1213;1218;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;1213;1218;mybG_M1351_1.02;0.00026;2;7662
chr3;1213;1218;gtaT_M0778_1.02;0.00188;1;532
chr3;1213;1218;bzpH_M0283_1.02;0.00036;2;5514
chr3;1213;1218;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;1213;1218;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr3;370;374;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;370;374;stkA_M0775_1.02;0.00172;1;583
chr3;370;374;gbfA_M1673_1.02;0.00023;1;4289
chr3;370;374;DDB_G0270590_M1714_1.02;0.00228;1;439
chr1;569;573;mybG_M1351_1.02;0.00013;1;7662
chr1;569;573;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;569;573;gtaC_M0776_1.02;0.00173;1;579
chr1;569;573;gtaE_M0773_1.02;0.00057;1;1766
chr5;380;391;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;380;391;gtaE_M0773_1.02;0.00057;1;1766
chr5;380;391;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;380;391;bzpJ_M0282_1.02;0.00099;1;1011
chr3;160;168;hbx7_M0876_1.02;0.00292;1;343
chr3;160;168;hbx10_M0878_1.02;0.00032;1;3127
chr3;160;168;mybV_M1348_1.02;0.00041;1;2436
chr5;1855;1862;hbx7_M0876_1.02;0.00292;1;343
chr5;1855;1862;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1855;1862;hbx10_M0878_1.02;0.00032;1;3127
chr2;2560;2568;mybG_M1351_1.02;0.00013;1;7662
chr2;2560;2568;bzpH_M0283_1.02;0.00036;2;5514
chr2;2560;2568;DDB_G0270590_M1714_1.02;0.00228;1;439
chr2;2560;2568;hbx10_M0878_1.02;0.00032;1;3127
chr2;2560;2568;hbx9_M0877_1.02;0.00166;1;602
chr2;3877;3889;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;3877;3889;bzpF_M0285_1.02;0.00962;1;104
chr2;3877;3889;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;1726;1735;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;1726;1735;DDB_G0270590_M1714_1.02;0.00228;1;439
chr5;1726;1735;mybG_M1351_1.02;0.00013;1;7662
chr5;1726;1735;bzpH_M0283_1.02;0.00036;2;5514
chr5;1726;1735;gbfA_M1673_1.02;0.00023;1;4289
chr5;1726;1735;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;1726;1735;hbx10_M0878_1.02;0.00064;2;3127
chr5;1726;1735;mybI_M1352_1.02;0.01408;1;71
chr1;673;690;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;673;690;gtaL_M0780_1.02;0.00286;1;350
chr1;673;690;gtaI_M0779_1.02;0.00277;1;361
chr2;223;235;hbx5-1_M0873_1.02;0.00037;4;10702
chr2;223;235;mybG_M1351_1.02;0.00013;1;7662
chr2;223;235;bzpJ_M0282_1.02;0.00099;1;1011
chr2;223;235;gtaI_M0779_1.02;0.00277;1;361
chr2;223;235;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;223;235;gtaC_M0776_1.02;0.00173;1;579
chr1;445;452;gtaE_M0773_1.02;0.00057;1;1766
chr1;445;452;gbfA_M1673_1.02;0.00023;1;4289
chr1;445;452;hbx10_M0878_1.02;0.00032;1;3127
chr1;445;452;mybV_M1348_1.02;0.00041;1;2436
chr2;2534;2543;mybQ_M1353_1.02;0.00435;1;230
chr2;2534;2543;stkA_M0775_1.02;0.00172;1;583
chr2;2534;2543;mybG_M1351_1.02;0.00039;3;7662
chr2;2534;2543;mybAA_M1347_1.02;0.00330;1;303
chr2;2534;2543;bzpH_M0283_1.02;0.00036;2;5514
chr2;2534;2543;hbx10_M0878_1.02;0.00032;1;3127
chr2;2534;2543;hbx5-1_M0873_1.02;0.00028;3;10702
chr6;771;780;mybG_M1351_1.02;0.00026;2;7662
chr6;771;780;hbx5-1_M0873_1.02;0.00019;2;10702
chr6;771;780;bzpH_M0283_1.02;0.00036;2;5514
chr6;771;780;hbx5-2_M0874_1.02;0.00065;2;3073
chr5;1001;1012;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;1001;1012;mybAA_M1347_1.02;0.00330;1;303
chr5;1001;1012;bzpH_M0283_1.02;0.00036;2;5514
chr5;1001;1012;gbfA_M1673_1.02;0.00023;1;4289
chr5;1001;1012;hbx10_M0878_1.02;0.00032;1;3127
chr5;1001;1012;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;1001;1012;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr3;3144;3157;mybG_M1351_1.02;0.00065;5;7662
chr3;3144;3157;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;3144;3157;DDB_G0270590_M1714_1.02;0.00228;1;439
chr3;3144;3157;hbx5-2_M0874_1.02;0.00065;2;3073
chr3;3144;3157;gtaE_M0773_1.02;0.00057;1;1766
chr4;845;860;mybG_M1351_1.02;0.00026;2;7662
chr4;845;860;bzpH_M0283_1.02;0.00036;2;5514
chr4;845;860;gtaH_M0777_1.02;0.00277;1;361
chr2;2969;2981;mybG_M1351_1.02;0.00013;1;7662
chr2;2969;2981;hbx5-1_M0873_1.02;0.00028;3;10702
chr2;2969;2981;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;2969;2981;bzpS_M0288_1.02;0.00427;2;468
chr2;2969;2981;bzpH_M0283_1.02;0.00073;4;5514
chr3;2024;2033;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;2024;2033;stkA_M0775_1.02;0.00172;1;583
chr3;2024;2033;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;2024;2033;bzpJ_M0282_1.02;0.00099;1;1011
chr1;305;313;mybG_M1351_1.02;0.00013;1;7662
chr1;305;313;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;305;313;gbfA_M1673_1.02;0.00023;1;4289
chr1;305;313;mybV_M1348_1.02;0.00082;2;2436
chr4;2540;2552;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2540;2552;bzpH_M0283_1.02;0.00036;2;5514
chr4;2540;2552;hbx10_M0878_1.02;0.00032;1;3127
chr4;806;812;mybG_M1351_1.02;0.00013;1;7662
chr4;806;812;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;806;812;bzpH_M0283_1.02;0.00073;4;5514
chr4;806;812;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;806;812;mybV_M1348_1.02;0.00041;1;2436
chr5;930;937;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;930;937;bzpH_M0283_1.02;0.00036;2;5514
chr5;930;937;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;930;937;bzpJ_M0282_1.02;0.00099;1;1011
chr5;930;937;E2F_M0666_1.02;0.00126;1;796
chr4;1176;1184;mybG_M1351_1.02;0.00026;2;7662
chr4;1176;1184;hbx5-1_M0873_1.02;0.00037;4;10702
chr4;1176;1184;gbfA_M1673_1.02;0.00047;2;4289
chr4;1176;1184;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;4192;4204;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;4192;4204;gbfA_M1673_1.02;0.00070;3;4289
chr2;4192;4204;mybZ_M1350_1.02;0.00214;1;467
chr2;4192;4204;gtaH_M0777_1.02;0.00277;1;361
chr5;194;201;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;194;201;bzpD_M0284_1.02;0.00266;1;376
chr5;194;201;bzpH_M0283_1.02;0.00036;2;5514
chr4;2152;2166;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;2152;2166;mybQ_M1353_1.02;0.00870;2;230
chr4;2152;2166;mybV_M1348_1.02;0.00041;1;2436
chr4;2152;2166;dimB_M0289_1.02;0.00647;2;309
chr4;2152;2166;bzpH_M0283_1.02;0.00036;2;5514
chr4;2152;2166;bzpD_M0284_1.02;0.00532;2;376
chr4;2152;2166;bzpQ_M0286_1.02;0.00506;3;593
chr4;2152;2166;bzpO_M0287_1.02;0.00980;2;204
chr3;3103;3109;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;3103;3109;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1070;1077;mybG_M1351_1.02;0.00013;1;7662
chr5;1070;1077;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1070;1077;gbfA_M1673_1.02;0.00023;1;4289
chr5;1070;1077;gtaT_M0778_1.02;0.00188;1;532
chr5;1070;1077;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;432;445;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;432;445;hbx5-2_M0874_1.02;0.00065;2;3073
chr5;432;445;hbx10_M0878_1.02;0.00032;1;3127
chr2;682;690;mybG_M1351_1.02;0.00013;1;7662
chr2;682;690;bzpH_M0283_1.02;0.00036;2;5514
chr2;682;690;DDB_G0275333_M0101_1.02;0.00329;7;2125
chr2;736;748;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;736;748;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;736;748;bzpJ_M0282_1.02;0.00099;1;1011
chr2;2383;2393;gbfA_M1673_1.02;0.00023;1;4289
chr3;2750;2757;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;2750;2757;mybG_M1351_1.02;0.00013;1;7662
chr3;2750;2757;hbx10_M0878_1.02;0.00032;1;3127
chr3;2750;2757;gtaE_M0773_1.02;0.00057;1;1766
chr3;2750;2757;mybZ_M1350_1.02;0.00214;1;467
chr3;2750;2757;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;2750;2757;bzpQ_M0286_1.02;0.00169;1;593
chr3;2088;2097;gbfA_M1673_1.02;0.00023;1;4289
chr1;1670;1677;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1670;1677;hbx9_M0877_1.02;0.00166;1;602
chr1;1670;1677;mybG_M1351_1.02;0.00013;1;7662
chr1;1670;1677;gbfA_M1673_1.02;0.00023;1;4289
chr1;1670;1677;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;1670;1677;mybZ_M1350_1.02;0.00214;1;467
chr1;1670;1677;mybE_M1349_1.02;0.00171;1;584
chr4;2571;2579;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;2571;2579;mybV_M1348_1.02;0.00041;1;2436
chr4;2571;2579;mybG_M1351_1.02;0.00026;2;7662
chr4;2571;2579;srfA_M1297_1.02;0.00081;1;1240
chr4;2571;2579;hbx10_M0878_1.02;0.00032;1;3127
chr4;2571;2579;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;736;744;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;300;311;mybG_M1351_1.02;0.00013;1;7662
chr5;300;311;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;300;311;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;300;311;DDB_G0270590_M1714_1.02;0.00228;1;439
chr5;300;311;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;1413;1420;mybG_M1351_1.02;0.00039;3;7662
chr4;1413;1420;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1413;1420;bzpJ_M0282_1.02;0.00099;1;1011
chr1;1701;1713;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;1701;1713;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;1701;1713;hbx10_M0878_1.02;0.00032;1;3127
chr4;216;222;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;216;222;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;3640;3646;mybG_M1351_1.02;0.00013;1;7662
chr2;3640;3646;stkA_M0775_1.02;0.00172;1;583
chr2;3640;3646;gbfA_M1673_1.02;0.00023;1;4289
chr2;3640;3646;hbx5-2_M0874_1.02;0.00065;2;3073
chr2;3640;3646;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;2492;2499;hbx5-1_M0873_1.02;0.00019;2;10702
chr4;2492;2499;srfA_M1297_1.02;0.00161;2;1240
chr4;2492;2499;hbx4_M0872_1.02;0.00218;1;459
chr3;140;150;mybG_M1351_1.02;0.00013;1;7662
chr6;1243;1252;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;1243;1252;mybV_M1348_1.02;0.00041;1;2436
chr6;1243;1252;gtaE_M0773_1.02;0.00057;1;1766
chr6;1243;1252;gtaT_M0778_1.02;0.00188;1;532
chr6;1243;1252;bzpH_M0283_1.02;0.00036;2;5514
chr6;1243;1252;hbx7_M0876_1.02;0.00292;1;343
chr6;1243;1252;hbx5-2_M0874_1.02;0.00033;1;3073
chr6;1243;1252;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;2848;2863;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;2848;2863;hbx4_M0872_1.02;0.00218;1;459
chr2;2848;2863;dimB_M0289_1.02;0.00324;1;309
chr2;2848;2863;gtaL_M0780_1.02;0.00286;1;350
chr2;2848;2863;gtaI_M0779_1.02;0.00277;1;361
chr2;2848;2863;gbfA_M1673_1.02;0.00023;1;4289
chr2;2848;2863;bzpQ_M0286_1.02;0.00169;1;593
chr5;667;673;mybG_M1351_1.02;0.00013;1;7662
chr5;667;673;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;667;673;gbfA_M1673_1.02;0.00023;1;4289
chr5;667;673;hbx9_M0877_1.02;0.00166;1;602
chr5;667;673;E2F_M0666_1.02;0.00126;1;796
chr6;1512;1522;hbx5-1_M0873_1.02;0.00047;5;10702
chr6;1512;1522;srfA_M1297_1.02;0.00081;1;1240
chr6;1512;1522;bzpJ_M0282_1.02;0.00099;1;1011
chr6;1512;1522;bzpH_M0283_1.02;0.00036;2;5514
chr6;1512;1522;bzpD_M0284_1.02;0.00798;3;376
chr6;1512;1522;hbx5-2_M0874_1.02;0.00163;5;3073
chr6;1512;1522;hbx10_M0878_1.02;0.00032;1;3127
chr3;2125;2133;stkA_M0775_1.02;0.00172;1;583
chr3;2125;2133;mybV_M1348_1.02;0.00041;1;2436
chr3;2125;2133;mybG_M1351_1.02;0.00026;2;7662
chr3;2125;2133;bzpF_M0285_1.02;0.00962;1;104
chr3;2125;2133;mybZ_M1350_1.02;0.00214;1;467
chr3;2125;2133;E2F_M0666_1.02;0.00126;1;796
chr3;1053;1062;mybG_M1351_1.02;0.00013;1;7662
chr3;1053;1062;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1659;1665;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1659;1665;mybE_M1349_1.02;0.00171;1;584
chr4;1659;1665;bzpS_M0288_1.02;0.00427;2;468
chr4;2019;2028;mybG_M1351_1.02;0.00026;2;7662
chr4;2019;2028;bzpH_M0283_1.02;0.00036;2;5514
chr4;2019;2028;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;2019;2028;gbfA_M1673_1.02;0.00023;1;4289
chr4;2019;2028;gtaE_M0773_1.02;0.00057;1;1766
chr5;912;918;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;912;918;bzpH_M0283_1.02;0.00036;2;5514
chr5;912;918;gbfA_M1673_1.02;0.00023;1;4289
chr5;912;918;hbx10_M0878_1.02;0.00032;1;3127
chr5;912;918;mybV_M1348_1.02;0.00082;2;2436
chr4;1240;1248;mybG_M1351_1.02;0.00013;1;7662
chr4;1240;1248;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;1240;1248;gbfA_M1673_1.02;0.00023;1;4289
chr4;1240;1248;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;375;383;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;375;383;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;375;383;hbx10_M0878_1.02;0.00064;2;3127
chr5;1673;1683;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;1673;1683;hbx4_M0872_1.02;0.00218;1;459
chr5;1673;1683;srfA_M1297_1.02;0.00081;1;1240
chr5;1673;1683;bzpH_M0283_1.02;0.00073;4;5514
chr5;1673;1683;hbx7_M0876_1.02;0.00292;1;343
chr5;1673;1683;gbfA_M1673_1.02;0.00023;1;4289
chr5;1673;1683;hbx10_M0878_1.02;0.00032;1;3127
chr5;1673;1683;hbx5-2_M0874_1.02;0.00033;1;3073
chr5;1116;1126;hbx5-1_M0873_1.02;0.00028;3;10702
chr5;1116;1126;dimB_M0289_1.02;0.00324;1;309
chr5;1116;1126;mybG_M1351_1.02;0.00013;1;7662
chr5;1116;1126;gtaI_M0779_1.02;0.00277;1;361
chr5;1116;1126;gbfA_M1673_1.02;0.00023;1;4289
chr5;1116;1126;hbx5-2_M0874_1.02;0.00065;2;3073
chr5;1116;1126;bzpQ_M0286_1.02;0.00169;1;593
chr2;2218;2228;mybG_M1351_1.02;0.00013;1;7662
chr2;2218;2228;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;2218;2228;gbfA_M1673_1.02;0.00047;2;4289
chr2;2218;2228;hbx5-2_M0874_1.02;0.00065;2;3073
chr2;2218;2228;bzpJ_M0282_1.02;0.00099;1;1011
chr2;1053;1062;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;1053;1062;mybV_M1348_1.02;0.00041;1;2436
chr2;1053;1062;mybG_M1351_1.02;0.00013;1;7662
chr2;1053;1062;gtaT_M0778_1.02;0.00188;1;532
chr2;1053;1062;hbx10_M0878_1.02;0.00032;1;3127
chr2;1053;1062;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;1491;1502;mybG_M1351_1.02;0.00013;1;7662
chr3;1491;1502;hbx5-1_M0873_1.02;0.00019;2;10702
chr3;1491;1502;DDB_G0270590_M1714_1.02;0.00228;1;439
chr3;1491;1502;bzpH_M0283_1.02;0.00036;2;5514
chr3;1491;1502;hbx4_M0872_1.02;0.00218;1;459
chr3;2739;2746;hbx5-1_M0873_1.02;0.00037;4;10702
chr3;2739;2746;mybG_M1351_1.02;0.00013;1;7662
chr3;2739;2746;bzpH_M0283_1.02;0.00036;2;5514
chr3;2739;2746;gtaE_M0773_1.02;0.00057;1;1766
chr3;2739;2746;hbx5-2_M0874_1.02;0.00033;1;3073
chr3;2739;2746;hbx10_M0878_1.02;0.00064;2;3127
chr3;2739;2746;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr3;2739;2746;DDB_G0270590_M1714_1.02;0.00228;1;439
chr5;578;589;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;578;589;hbx9_M0877_1.02;0.00166;1;602
chr5;578;589;mybV_M1348_1.02;0.00041;1;2436
chr5;578;589;bzpJ_M0282_1.02;0.00099;1;1011
chr5;578;589;gbfA_M1673_1.02;0.00023;1;4289
chr5;578;589;hbx10_M0878_1.02;0.00032;1;3127
chr1;1638;1644;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;1638;1644;hbx9_M0877_1.02;0.00166;1;602
chr1;1638;1644;mybG_M1351_1.02;0.00013;1;7662
chr1;1638;1644;bzpH_M0283_1.02;0.00036;2;5514
chr1;1638;1644;gbfA_M1673_1.02;0.00023;1;4289
chr1;1638;1644;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;1638;1644;DDB_G0270590_M1714_1.02;0.00228;1;439
chr6;5;14;mybG_M1351_1.02;0.00026;2;7662
chr6;5;14;mybQ_M1353_1.02;0.00435;1;230
chr6;5;14;gbfA_M1673_1.02;0.00023;1;4289
chr6;5;14;DDB_G0270590_M1714_1.02;0.00228;1;439
chr5;1581;1588;mybG_M1351_1.02;0.00013;1;7662
chr5;1581;1588;gtaL_M0780_1.02;0.00571;2;350
chr5;1581;1588;bzpJ_M0282_1.02;0.00099;1;1011
chr5;1581;1588;gtaI_M0779_1.02;0.00277;1;361
chr2;1012;1021;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;1012;1021;srfA_M1297_1.02;0.00081;1;1240
chr2;1012;1021;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;2208;2217;mybG_M1351_1.02;0.00013;1;7662
chr3;2208;2217;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;2208;2217;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;2208;2217;bzpH_M0283_1.02;0.00036;2;5514
chr3;2208;2217;gbfA_M1673_1.02;0.00023;1;4289
chr5;1210;1220;mybG_M1351_1.02;0.00026;2;7662
chr5;1210;1220;srfA_M1297_1.02;0.00161;2;1240
chr2;154;159;mybG_M1351_1.02;0.00013;1;7662
chr2;154;159;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;154;159;bzpH_M0283_1.02;0.00036;2;5514
chr1;713;722;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;713;722;stkA_M0775_1.02;0.00172;1;583
chr1;713;722;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;713;722;hbx5-2_M0874_1.02;0.00033;1;3073
chr2;2304;2313;mybG_M1351_1.02;0.00013;1;7662
chr2;2304;2313;hbx5-1_M0873_1.02;0.00019;2;10702
chr2;2304;2313;bzpH_M0283_1.02;0.00036;2;5514
chr2;2304;2313;gtaE_M0773_1.02;0.00057;1;1766
chr2;149;157;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;149;157;gtaE_M0773_1.02;0.00057;1;1766
chr2;149;157;mybG_M1351_1.02;0.00039;3;7662
chr2;149;157;bzpD_M0284_1.02;0.00266;1;376
chr2;149;157;hbx10_M0878_1.02;0.00032;1;3127
chr2;149;157;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr1;2311;2319;mybG_M1351_1.02;0.00026;2;7662
chr1;2311;2319;bzpH_M0283_1.02;0.00073;4;5514
chr1;2311;2319;gbfA_M1673_1.02;0.00023;1;4289
chr1;2311;2319;mybV_M1348_1.02;0.00082;2;2436
chr3;2973;2979;gbfA_M1673_1.02;0.00023;1;4289
chr3;2973;2979;hbx10_M0878_1.02;0.00032;1;3127
chr1;1943;1952;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;1943;1952;mybV_M1348_1.02;0.00082;2;2436
chr1;1943;1952;mybG_M1351_1.02;0.00013;1;7662
chr1;1943;1952;hbx7_M0876_1.02;0.00292;1;343
chr1;1943;1952;gbfA_M1673_1.02;0.00023;1;4289
chr1;1943;1952;hbx5-2_M0874_1.02;0.00033;1;3073
chr1;1943;1952;mybZ_M1350_1.02;0.00214;1;467
chr1;1943;1952;mybE_M1349_1.02;0.00171;1;584
chr3;409;417;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;409;417;bzpH_M0283_1.02;0.00036;2;5514
chr3;409;417;bzpS_M0288_1.02;0.00427;2;468
chr3;409;417;srfA_M1297_1.02;0.00242;3;1240
chr6;1349;1362;mybG_M1351_1.02;0.00013;1;7662
chr6;1349;1362;bzpH_M0283_1.02;0.00036;2;5514
chr6;1349;1362;DDB_G0275333_M0101_1.02;0.00094;2;2125
chr6;1349;1362;hbx10_M0878_1.02;0.00032;1;3127
chr2;2362;2371;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;2362;2371;mybG_M1351_1.02;0.00013;1;7662
chr2;2362;2371;bzpS_M0288_1.02;0.00427;2;468
chr2;2362;2371;bzpJ_M0282_1.02;0.00198;2;1011
chr2;2362;2371;hbx2_M0875_1.02;0.00211;1;474
chr2;2362;2371;gbfA_M1673_1.02;0.00023;1;4289
chr5;447;457;hbx5-1_M0873_1.02;0.00009;1;10702
chr5;447;457;mybV_M1348_1.02;0.00082;2;2436
chr5;447;457;mybG_M1351_1.02;0.00026;2;7662
chr5;447;457;gtaE_M0773_1.02;0.00057;1;1766
chr5;447;457;hbx10_M0878_1.02;0.00032;1;3127
chr5;447;457;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr3;423;429;hbx5-1_M0873_1.02;0.00009;1;10702
chr3;423;429;bzpH_M0283_1.02;0.00036;2;5514
chr3;423;429;gbfA_M1673_1.02;0.00023;1;4289
chr3;423;429;hbx10_M0878_1.02;0.00064;2;3127
chr3;423;429;hbx4_M0872_1.02;0.00218;1;459
chr5;918;925;mybG_M1351_1.02;0.00026;2;7662
chr5;918;925;bzpH_M0283_1.02;0.00073;4;5514
chr5;918;925;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;918;925;gbfA_M1673_1.02;0.00023;1;4289
chr5;918;925;mybV_M1348_1.02;0.00041;1;2436
chr1;963;973;hbx5-1_M0873_1.02;0.00019;2;10702
chr1;963;973;mybV_M1348_1.02;0.00041;1;2436
chr1;2238;2244;bzpH_M0283_1.02;0.00036;2;5514
chr1;2238;2244;gtaE_M0773_1.02;0.00057;1;1766
chr1;648;657;mybG_M1351_1.02;0.00013;1;7662
chr1;648;657;hbx5-1_M0873_1.02;0.00009;1;10702
chr1;648;657;DDB_G0270590_M1714_1.02;0.00228;1;439
chr2;3034;3043;mybG_M1351_1.02;0.00013;1;7662
chr2;3034;3043;hbx5-1_M0873_1.02;0.00009;1;10702
chr2;3034;3043;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr2;3034;3043;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;688;698;hbx5-1_M0873_1.02;0.00009;1;10702
chr4;688;698;mybG_M1351_1.02;0.00013;1;7662
chr4;688;698;bzpH_M0283_1.02;0.00036;2;5514
chr4;688;698;hbx7_M0876_1.02;0.00292;1;343
chr4;688;698;gbfA_M1673_1.02;0.00093;4;4289
chr4;688;698;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;688;698;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr5;1101;1115;hbx5-1_M0873_1.02;0.00019;2;10702
chr5;1101;1115;hbx5-2_M0874_1.02;0.00065;2;3073
chr5;1101;1115;hbx10_M0878_1.02;0.00064;2;3127
chr5;1101;1115;gtaH_M0777_1.02;0.00277;1;361
chr5;1101;1115;gtaE_M0773_1.02;0.00113;2;1766
chr4;764;770;mybG_M1351_1.02;0.00013;1;7662
chr4;764;770;hbx5-1_M0873_1.02;0.00065;7;10702
chr4;764;770;DDB_G0275333_M0101_1.02;0.00047;1;2125
chr4;764;770;hbx5-2_M0874_1.02;0.00033;1;3073
chr4;2229;2240;mybG_M1351_1.02;0.00039;3;7662
chr4;2229;2240;stkA_M0775_1.02;0.00172;1;583
chr1;1328;1339;mybG_M1351_1.02;0.00026;2;7662
chr1;1328;1339;bzpD_M0284_1.02;0.00266;1;376
chr1;1328;1339;bzpH_M0283_1.02;0.00036;2;5514
chr6;1696;1708;mybG_M1351_1.02;0.00013;1;7662
chr6;1696;1708;hbx5-1_M0873_1.02;0.00009;1;10702
chr6;1696;1708;bzpH_M0283_1.02;0.00073;4;5514
chr6;1696;1708;hbx10_M0878_1.02;0.00032;1;3127
chr3;979;990;hbx5-1_M0873_1.02;0.00019;2;10702
